text,value
Conserving,O
biodiversity,O
and,O
the,O
traditional,O
man-made,O
environment,O
in,O
the,O
Greek,O
islands,O
:,O
Drivers,O
for,O
sustainable,O
tourism,O
and,O
resilient,O
societies,O
"	O
)	O
.	O

Από	O
Τετάρτη	B-DATE
θα	O
υπάρξει	O
σταδιακή	O
άνοδος	O
μέχρι	O
το	O
Σαββατοκύριακο	B-DATE
αλλά	O
θα	O
βρίσκεται	O
σε	O
κανονικά	O
ή	O
λίγο	O
πιο	O
πάνω	O
από	O
τα	O
κανονικά	O
επίπεδα	O
.	O

«	O
Θα	O
προχωρήσουμε	O
σε	O
κινητοποιήσεις	O
αν	O
περάσει	O
η	O
ρύθμιση	O
,	O
στη	O
βάση	O
της	O
οποίας	O
θα	O
μπορούν	O
να	O
ανοίξουν	O
φαρμακεία	O
και	O
επαγγελματίες	O
που	O
δεν	O
είναι	O
φαρμακοποιοί	O
»	O
,	O
είχε	O
δηλώσει	O
ο	O
πρόεδρος	O
του	O
ΠΦΣ	B-ORG
Κωνσταντίνος	B-PERSON
Λουράντος	I-PERSON
.	O

Το	O
σχέδιο	O
συμφωνίας	O
για	O
το	O
κλίμα	O
,	O
που	O
παρουσιάστηκε	O
στη	O
διάσκεψη	O
του	O
ΟΗΕ	B-ORG
,	O
αποτελεί	O
μια	B-CARDINAL
«	O
στροφή	O
»	O
,	O
δήλωσαν	O
ΜΚΟ	B-ORG
,	O
ασκώντας	O
ταυτόχρονα	O
κριτική	O
στο	O
ότι	O
παραμένει	O
το	O
χρονοδιάγραμμα	O
για	O
την	O
αναθεώρηση	O
προς	O
τα	O
πάνω	O
των	O
εθνικών	O
σχεδίων	O
μείωσης	O
των	O
εκπομπών	O
ρύπων	O
.	O

Πώς	O
η	O
Μεσόγειος	B-LOC
θα	O
βγει	O
από	O
αυτήν	O
την	O
«	O
πλαστική	O
παγίδα	O
»	O
;	O

Κληθείς	O
να	O
σχολιάσει	O
τα	O
όσα	O
κατήγγειλε	O
το	O
Μαξίμου	B-FAC
περί	O
σχεδίου	O
αποστασίας	O
με	O
κέντρα	O
τον	O
Πειραιά	B-GPE
και	O
τη	O
Θεσσαλονίκη	B-GPE
,	O
ο	O
κ.	O
Σπίρτζης	B-PERSON
τόνισε	O
:	O
",O
Δεν,O
είναι,O
σωστό,O
κατά,O
τη,O
γνώμη,O
μου,O
να,O
ποδοσφαιροποιείται,O
η,O
πολιτική,O
ζωή,O
του,O
τόπου,O
κι,O
αυτοί,O
που,O
είχαν,O
επιλέξει,O
αυτόν,O
τον,O
δρόμο,O
προφανώς,O
δεν,O
θα,O
έχουν,O
επιτυχείς,O
στόχους,O
"	O
.	O

Στους	O
οικείους	O
του	O
,	O
στην	O
οικογένεια	O
των	O
εργαζομένων	O
της	O
ΒΙΑΝΕΞ	B-ORG
και	O
στην	O
ΚΑΕ	B-ORG
Παναθηναϊκός	I-ORG
εκφράζω	O
τα	O
ειλικρινή	O
συλλυπητήριά	O
μου	O
",O
.,O
Από,O
αυτή,O
την,O
άποψη,O
συζητιούνται,O
οι,O
μυθιστοριογράφοι,O
Μέριλιν,B-PERSON
Ρόμπινσον,I-PERSON
",",O
Ντον,B-PERSON
Ντελλίλο,I-PERSON
και,O
Τόμας,B-PERSON
Πύντσον,I-PERSON
",",O
η,O
διηγηματογράφος,O
Λύντια,B-PERSON
Ντέιβις,I-PERSON
και,O
ο,O
ποιητής,O
Τζον,B-PERSON
Άσμπερι,I-PERSON
.,O
Η,O
Ελληνική,B-ORG
Συνομοσπονδία,I-ORG
Εμπορίου,I-ORG
και,I-ORG
Επιχειρηματικότητας,I-ORG
εκτιμά,O
ότι,O
το,O
δίμηνο,B-DATE
Ιουλίου,I-DATE
–,O
Αυγούστου,B-DATE
ο,O
τζίρος,O
των,O
εμπορικών,O
επιχειρήσεων,O
που,O
δραστηριοποιούνται,O
στον,O
τομέα,O
του,O
λιανικού,O
εμπορίου,O
θα,O
διαμορφωθεί,O
σρα,O
"6,06",B-MONEY
δισ.,I-MONEY
ευρώ,I-MONEY
",",O
καταγράφοντας,O
ετήσια,O
αύξηση,O
της,O
τάξης,O
του,O
"0,6%",B-PERCENT
-,O
"0,7%.",B-PERCENT
Όπως,O
σημειώνει,O
ο,O
κ.,O
Κορκίδης,B-PERSON
",",O
η,O
πρόβλεψη,O
αυτή,O
της,O
ΕΣΕΕ,B-ORG
εδράζεται,O
στη,O
μέχρι,O
στιγμής,O
πορεία,O
του,O
μέσου,O
κύκλου,O
εργασιών,O
του,O
πρώτου,B-DATE
τετραμήνου,I-DATE
του,O
έτους,O
που,O
σε,O
σύγκριση,O
με,O
το,O
2017,B-DATE
παρουσιάζει,O
οριακή,O
αύξηση,O
"+0,65%.",O
Σύμφωνα,O
πάντως,O
με,O
τον,O
πρόεδρο,O
της,O
ΕΣΕΕ,B-ORG
«,O
το,O
κλίμα,O
στον,O
εμπορικό,O
κόσμο,O
είναι,O
ανάμικτο,O
με,O
ελπίδες,O
για,O
αύξηση,O
του,O
τζίρου,O
αλλά,O
και,O
έντονο,O
προβληματισμό,O
καθώς,O
",",O
οι,O
θερινές,O
εκπτώσεις,O
πραγματοποιούνται,O
σε,O
περιβάλλον,O
αυξημένων,O
φορολογικών,O
υποχρεώσεων,O
όλων,O
των,O
καταναλωτών,O
",",O
με,O
αποτέλεσμα,O
οι,O
αγορές,O
να,O
μπαίνουν,O
σε,O
‘,O
δεύτερη,B-ORDINAL
μοίρα’,O
»,O
.,O
*,O
Μια,B-CARDINAL
ερευνητική,O
ομάδα,O
του,O
Ινστιτούτου,B-ORG
Ατμοσφαιρικής,I-ORG
Φυσικής,I-ORG
που,O
υπάγεται,O
στην,O
Κινεζική,B-ORG
Ακαδημία,I-ORG
Επιστημών,I-ORG
(,O
CAS,B-ORG
),O
ανέλυσε,O
τη,O
θερμοκρασία,O
του,O
αέρα,O
στο,O
Ny,B-LOC
Alesund,I-LOC
",",O
όπου,O
βρίσκεται,O
ο,O
κινεζικός,O
σταθμός,O
της,O
Αρκτικής,O
και,O
προειδοποίησε,O
για,O
γρήγορη,O
αύξηση,O
της,O
θερμοκρασίας,O
στην,O
Αρκτική,B-LOC
.,O
Εγκρίθηκε,O
η,O
μεταφορά,O
πίστωσης,O
",",O
ύψους,O
"65.664.302,27",B-MONEY
ευρώ,I-MONEY
",",O
προκειμένου,O
να,O
προχωρήσει,O
η,O
καταβολή,O
της,O
πληρωμής,O
",",O
για,O
τον,O
Ιούνιο,B-DATE
",",O
του,O
Κοινωνικού,O
Εισοδήματος,O
Αλληλεγγύης,O
(,O
ΚΕΑ,O
),O
στους,O
δικαιούχους,O
",",O
το,O
σύνολο,O
των,O
οποίων,O
ανέρχεται,O
σε,O
293.195,B-CARDINAL
.,O
Κίνημα,B-ORG
Αλλαγής,I-ORG
:,O
Θα,O
αξιολογήσουμε,O
το,O
επίσημο,O
σχέδιο,O
συμφωνίας,O
για,O
το,O
Σκοπιανό,O
-,O
Πολιτική,O
Η,O
συμμετοχή,O
κοστίζει,O
συνολικά,O
10,B-MONEY
ευρώ,I-MONEY
και,O
περιλαμβάνει,O
εκτός,O
από,O
τον,O
περίπατο,O
την,O
είσοδο,O
στο,O
Μουσείο,B-LOC
.,O
Όπως,O
αναφέρει,O
ο,O
κ.,O
Απόστολος,B-PERSON
Πουρτσίδης,I-PERSON
",",O
Παιδίατρος,O
Αιματολόγος-Ογκολόγος,O
και,O
Πρόεδρος,O
Ελληνικής,B-ORG
Εταιρείας,I-ORG
Παιδιατρικής,I-ORG
Αιματολογίας,I-ORG
Ογκολογίας,I-ORG
(,O
ΕΕΠΑΟ,B-ORG
),O
",",O
η,O
επίπτωση,O
του,O
καρκίνου,O
σε,O
παιδιά,O
και,O
εφήβους,O
ηλικίας,O
κάτω,O
των,O
20,B-DATE
ετών,I-DATE
που,O
ζουν,O
στον,O
αναπτυγμένο,O
κόσμο,O
υπολογίζεται,O
σε,O
λιγότερο,O
από,O
2%,B-PERCENT
του,O
συνόλου,O
των,O
νεοπλασιών,O
όλων,O
των,O
ηλικιακών,O
ομάδων,O
και,O
διακυμαίνεται,O
ανάλογα,O
με,O
την,O
ηλικιακή,O
υποομάδα,O
.,O
Ο,O
κ.,O
Καμμένος,B-PERSON
διεμήνυσε,O
στην,O
Κοινοβουλευτική,O
Ομάδα,O
των,O
ΑΝΕΞΑΡΤΗΤΩΝ,B-ORG
ΕΛΛΗΝΩΝ,I-ORG
",",O
παρότι,O
η,O
ψήφος,O
είναι,O
κατά,O
συνείδηση,O
",",O
ότι,O
-,O
όπως,O
και,O
ο,O
πρώην,O
δήμαρχος,O
Πάρου,B-GPE
κ.,O
Ραγκούσης,B-PERSON
είναι,O
υπέρ,O
του,O
3%,B-PERCENT
-,O
αυτό,O
θα,O
βοηθήσει,O
στην,O
κυβερνητική,O
επιλογή,O
της,O
απλής,O
αναλογικής,O
και,O
στην,O
κυβερνησιμότητα,O
δήμων,O
και,O
περιφερειών,O
και,O
θα,O
επιδιωχθεί,O
να,O
γίνει,O
αποδεκτό,O
από,O
τον,O
αρμόδιο,O
υπουργό,O
.,O
Από,O
το,O
δυσκίνητο,O
αμυντικό,O
δίδυμο,O
των,O
Χούμελς-Μπόατενγκ,O
έως,O
τους,O
μονοδιάστατους,O
επιθετικούς,O
και,O
από,O
την,O
ανισορροπία,O
των,O
αμυντικών,O
άκρων,O
(,O
μόνιμα,O
πίσω,O
ο,O
Πλάτενχαρντ,B-PERSON
",",O
μόνιμα,O
μπρος,O
ο,O
Κίμιχ,B-PERSON
),O
έως,O
τον,O
Κεντίρα,B-PERSON
που,O
θα,O
’πρεπε,O
πλέον,O
να,O
δώσει,O
τη,O
θέση,O
του,O
στον,O
Γκορέτσκα,B-PERSON
και,O
τον,O
Οζίλ,B-PERSON
που,O
θα,O
‘,O
πρεπε,O
να,O
έχει,O
βγει,O
νωρίτερα,O
για,O
να,O
μπει,O
ο,O
Ρόις,B-PERSON
.,O
Τσίπρας,O
είχε,O
επικοινωνία,O
με,O
τον,O
Κύπριο,O
Πρόεδρο,O
Νίκο,B-PERSON
Ανστασιάδη,I-PERSON
προκειμένου,O
να,O
συντονιστούν,O
.,O
VIOHALCO,B-ORG
:,O
"3,0600",B-MONEY
ευρώ,I-MONEY
(,O
"-0,33%",B-PERCENT
),O
Έχοντας,O
ήδη,O
μπει,O
στον,O
21ο,B-DATE
αιώνα,I-DATE
",",O
παρατηρείται,O
μια,B-CARDINAL
στροφή,O
στη,O
χρήση,O
συστημάτων,O
παραγωγής,O
",",O
οικολογικού,O
ενδιαφέροντος,O
",",O
μειωμένων,O
εισροών,O
με,O
σεβασμό,O
στο,O
περιβάλλον,O
και,O
τον,O
άνθρωπο,O
με,O
στόχο,O
την,O
παραγωγή,O
προϊόντων,O
ποιοτικά,O
ανώτερων,O
και,O
ασφαλέστερων,O
",",O
που,O
παράλληλα,O
αποκτούν,O
προστιθέμενη,O
αξία,O
και,O
προσφέρουν,O
μεγαλύτερο,O
κέρδος,O
στον,O
παραγωγό,O
.,O
Πρόσκληση,O
να,O
υποβάλουν,O
τις,O
καταγραφές,O
τους,O
με,O
τις,O
«,O
οικιστικές,O
πυκνώσεις,O
»,O
απευθύνει,O
ο,O
αρμόδιος,O
υπουργός,O
Σωκράτης,B-PERSON
Φάμελλος,I-PERSON
για,O
να,O
αντιμετωπιστούν,O
πολλά,O
προβλήματα,O
που,O
ήρθαν,O
στην,O
επιφάνεια,O
με,O
την,O
ανάρτηση,O
των,O
δασικών,O
χαρτών,O
.,O
Το,O
μπαλάκι,O
είναι,O
τώρα,O
στο,O
δικό,O
τους,O
γήπεδο,O
"	O
,	O
δήλωσε	O
η	O
αρμόδια	O
Επίτροπος	O
Εμπορίου	O
Σεσίλια	B-PERSON
Μάλστρομ	I-PERSON
που	O
τόνισε	O
ότι	O
",O
οι,O
δασμοί,O
προσβάλλουν,O
τους,O
συμφωνημένους,O
διεθνείς,O
κανόνες,O
"	O
και	O
γι'	O
αυτό	O
η	O
ΕΕ	B-ORG
θα	O
αποφασίσει	O
για	O
αντίποινα	O
που	O
",O
θα,O
ξεκινήσουν,O
στις,O
20,B-DATE
Ιουνίου,I-DATE
"	O
.	O

Οι	O
πρώτες	B-ORDINAL
καταγγελίες	O
στην	O
Ομοσπονδία	B-ORG
μας	O
έφτασαν	O
στα	O
τέλη	B-DATE
του	I-DATE
2011	I-DATE
και	O
από	O
τότε	O
άρχισε	O
μια	B-CARDINAL
Οδύσσεια	O
που	O
μόνο	O
με	O
δικαστικό	O
θρίλερ	O
θα	O
μπορούσε	O
να	O
συγκριθεί	O
,	O
με	O
τις	O
δικογραφίες	O
να	O
διαδέχονται	O
η	O
μία	O
την	O
άλλη	O
.	O

«	O
Kαλή	O
συνέχεια	O
στη	O
συνεργασία	O
του	O
Ευρωκοινοβουλίου	B-ORG
με	O
την	O
αυστριακή	O
Προεδρία	O
,	O
καθώς	O
τα	O
θέματα	O
εξωτερικής	O
πολιτικής	O
είναι	O
πολύπλοκα	O
.	O

Μέσα	O
σε	O
τρία	B-DATE
χρόνια	I-DATE
κάνουν	O
τρεις	B-CARDINAL
(	O
3	B-CARDINAL
)	O
τροποποιήσεις	O
στην	O
αρχική	O
τους	O
αδειοδότηση	O
και	O
τελικά	O
τον	O
Αύγουστο	B-DATE
του	I-DATE
2016	I-DATE
πετυχαίνουν	O
να	O
τροποποιήσουν	O
την	O
αδειοδότηση	O
για	O
να	O
κάνουν	O
εργοστάσια	O
στο	O
συγκεκριμένο	O
χώρο	O
,	O
καίγοντας	O
αυτή	O
την	O
φορά	O
βιορευστά	O
(	O
τηγανέλαια	O
)	O
τα	O
οποία	O
θα	O
τα	O
προμηθεύονται	O
από	O
αλλού	O
αφού	O
η	O
περιοχή	O
μας	O
δεν	O
έχει	O
τέτοια	O
παραγωγή	O
.	O

Οι	O
επιστήμονες	O
προβληματίζονται	O
γιατί	O
δεν	O
έχει	O
βρεθεί	O
ακόμη	O
ένας	B-CARDINAL
μεγάλος	O
και	O
γεωλογικά	O
νέος	O
κρατήρας	O
εκτιμώμενης	O
διαμέτρου	O
50	B-QUANTITY
έως	I-QUANTITY
100	I-QUANTITY
χιλιομέτρων	I-QUANTITY
.	O

Aleksandr	B-PERSON
Kogan	I-PERSON
για	O
λογαριασμό	O
της	O
Cambridge	B-ORG
Analytica	I-ORG
.	O

Το	O
μαγαζί	O
Amazon	B-FAC
Go	I-FAC
,	O
το	O
νέο	O
κατάστημα	O
167	B-QUANTITY
τετραγωνικών	I-QUANTITY
μέτρων	I-QUANTITY
,	O
χρησιμοποιεί	O
αισθητήρες	O
για	O
να	O
ανιχνεύσει	O
ποιά	O
αντικείμενα	O
παίρνουν	O
οι	O
πελάτες	O
από	O
τα	O
ράφια	O
,	O
και	O
στέλνει	O
το	O
λογαριασμό	O
στο	O
λογαριασμό	O
Amazon	B-ORG
του	O
κάθε	O
πελάτη	O
εάν	O
δεν	O
τα	O
επιστρέψει	O
στα	O
ράφια	O
.	O

Η	O
ΝΔ	B-ORG
και	O
ο	O
Μητσοτάκης	B-PERSON
,	O
αλλά	O
και	O
η	O
Γεννηματά	B-PERSON
έχουν	O
αποφασίσει	O
να	O
αναδείξουν	O
με	O
στρεβλό	O
τρόπο	O
εθνικά	O
θέματα	O
στο	O
σωσίβιο	O
τους	O
",O
",",O
σχολίασε,O
και,O
έκανε,O
λόγο,O
για,O
εθνικιστικολαϊκή,O
μετάλλαξη,O
Μητσοτάκη,B-PERSON
.,O
Είναι,O
το,O
δεύτερο,B-ORDINAL
δημοσίευμα,O
της,O
«,O
Εφ,O
.,O
Ο,O
επικεφαλής,O
της,O
ρωσικής,O
διπλωματίας,O
επισήμανε,O
επίσης,O
ότι,O
είναι,O
«,O
απαραίτητο,O
να,O
αποφυλακιστεί,O
(,O
η,O
Μπούτινα,B-PERSON
),O
το,O
συντομότερο,O
»,O
",",O
σύμφωνα,O
με,O
το,O
υπουργείο,O
.,O
Αυτή,O
η,O
Βουλή,B-ORG
θα,O
κυρώσει,O
τη,O
συμφωνία,O
των,O
Πρεσπών,B-GPE
.,O
Ηράκλειο,B-GPE
:,O
Σύσταση,O
στα,O
άτομα,O
αυξημένου,O
κινδύνου,O
για,O
την,O
αφρικανική,O
σκόνη,O
Σύμφωνα,O
με,O
τον,O
ίδιο,O
",",O
αυτός,O
ο,O
πύραυλος,O
θα,O
μπορεί,O
να,O
μεταφέρει,O
κόσμο,O
σε,O
οποιοδήποτε,O
σημείο,O
του,O
πλανήτη,O
μας,O
",",O
μέσα,O
σε,O
μία,B-TIME
ώρα,I-TIME
.,O
Επί,O
έναν,B-DATE
αιώνα,I-DATE
ήταν,O
μόνο,O
μια,B-CARDINAL
ανεπιβεβαίωτη,O
εικασία,O
του,O
Αϊνστάιν,B-PERSON
Τραγουδούν,O
:,O
Λάκης,B-PERSON
Χαλκιάς,I-PERSON
",",O
Μπέττυ,B-PERSON
Χαρλαύτη,I-PERSON
Οι,O
Αρχές,O
συνέλαβαν,O
τον,O
55χρονο,O
Κρητικό,B-NORP
καθώς,O
και,O
τέσσερις,B-CARDINAL
αλλοδαπούς,O
",",O
ηλικίας,O
26,B-DATE
έως,I-DATE
35,I-DATE
χρόνων,I-DATE
",",O
οι,O
οποίοι,O
ακόμα,O
δεν,O
έχει,O
αποσαφηνιστεί,O
αν,O
λειτουργούσαν,O
ως,O
«,O
βαποράκια,O
»,O
ή,O
ως,O
«,O
πελάτες,O
»,O
.,O
Συνδικαλιστής-σταρ,O
με,O
"	O
υπερτροφικό	O
εγώ	O
",O
στο,O
ΕΣΥ,B-ORG
Μόλις,O
ολοκληρώθηκαν,O
τα,O
διαδικαστικά,O
(,O
η,O
υπόθεση,O
θα,O
πάρει,O
τον,O
δρόμο,O
της,O
δικαιοσύνης,O
με,O
τακτική,O
δικάσιμο,O
),O
",",O
ο,O
Στέλιος,B-PERSON
Συμεωνίδης,I-PERSON
έκανε,O
με,O
τη,O
σειρά,O
του,O
μήνυση,O
στους,O
δύο,B-CARDINAL
διαιτητές,O
για,O
ψευδή,O
μηνυτήρια,O
αναφορά,O
.,O
Η,O
απόφαση,O
του,O
Πλημμελειοδικείου,B-ORG
Σερρών,I-ORG
ελήφθη,O
στο,O
πλαίσιο,O
δίκης,O
",",O
στο,O
εδώλιο,O
της,O
οποίας,O
κάθισαν,O
τόσο,O
ο,O
Κωνσταντίνος,B-PERSON
Φρουζής,I-PERSON
όσο,O
και,O
δυο,B-CARDINAL
γιατροί,O
",",O
κατηγορούμενοι,O
για,O
υπερσυνταγραφήσεις,O
προς,O
όφελος,O
της,O
εταιρείας,O
.,O
Την,O
παρουσίαση,O
του,O
...,O
διαγωνισμού,O
ζαχαροπλαστικής,O
αναλαμβάνει,O
η,O
Ιωάννα,B-PERSON
Τριανταφυλλίδου,I-PERSON
",",O
η,O
οποία,O
αφήνει,O
για,O
λίγο,O
την,O
υποκριτική,O
για,O
να,O
αποτελέσει,O
",",O
σύμφωνα,O
με,O
τα,O
στελέχη,O
του,O
ALPHA,B-ORG
",",O
την,O
«,O
ήρεμη,O
δύναμη,O
του,O
παιχνιδιού,O
",",O
που,O
ρίχνει,O
τους,O
τόνους,O
",",O
“,O
ξεκλειδώνει,O
”,O
τους,O
παίκτες,O
και,O
ξεδιπλώνει,O
τον,O
χαρακτήρα,O
τους,O
»,O
.,O
Κανένα,O
από,O
τα,O
αντικείμενα,O
αυτά,O
δεν,O
έφθασαν,O
το,O
ποσό,O
που,O
άγγιξε,O
το,O
διάσημο,O
και,O
ενδιαφέρον,O
ρομπότ,O
του,O
«,O
Πόλεμου,B-WORK_OF_ART
των,I-WORK_OF_ART
Άστρων,I-WORK_OF_ART
»,O
.,O
Παρά,O
τις,O
",",O
χωρίς,O
ιστορικό,O
προηγούμενο,O
μάλιστα,O
",",O
έντονες,O
“,O
προειδοποιήσεις,O
”,O
του,O
20ου,B-DATE
αιώνα,I-DATE
",",O
όπως,O
αυτές,O
αναδύθηκαν,O
ως,O
«,O
σημάδια,O
της,O
μοίρας,O
»,O
μέσ’,O
από,O
τους,O
ουρανομήκεις,O
ήχους,O
των,O
όπλων,O
και,O
τους,O
ποταμούς,O
αίματος,O
δύο,B-CARDINAL
παγκόσμιων,O
πολέμων,O
",",O
οι,O
οποίοι,O
-,O
και,O
πρωτίστως,O
ο,O
δεύτερος,B-ORDINAL
-,O
οδήγησαν,O
τον,O
άνθρωπο,O
ως,O
το,O
κατώφλι,O
του,O
αφανισμού,O
",",O
η,O
ανθρωπότητα,O
δεν,O
φαίνεται,O
να,O
έχει,O
πάρει,O
το,O
μήνυμα,O
και,O
να,O
έχει,O
κατανοήσει,O
το,O
ανάλογο,O
διακύβευμα,O
:,O
Το,O
σκάφος,O
της,O
ανθρωπότητας,O
μπήκε,O
«,O
αμέριμνο,O
»,O
στον,O
ανεξερεύνητο,O
ωκεανό,O
του,O
21ου,B-DATE
αιώνα,I-DATE
",",O
δίχως,O
χάρτη,O
πορείας,O
",",O
δίχως,O
αστρολάβο,O
προσανατολισμού,O
",",O
δίχως,O
καν,O
πυξίδα,O
πλεύσης,O
»,O
.,O
Ο,O
Σεμπάστιαν,B-PERSON
Μπάρι,I-PERSON
",",O
ο,O
Τσιτσάνης,B-PERSON
και,O
η,O
αποδοχή,O
του,O
«,O
Αλλου,O
»,O
εντοπίστηκε,O
την,O
περασμένη,O
Δευτέρα,B-DATE
και,O
συνελήφθη,O
με,O
το,O
ένταλμα,O
που,O
είχε,O
εκδοθεί,O
σε,O
βάρος,O
του,O
.,O
Κατά,O
τη,O
χθεσινή,B-DATE
διαδικασία,O
η,O
εισαγγελέας,O
της,O
έδρας,O
",",O
αντεισαγγελέας,O
του,O
Αρείου,B-ORG
Πάγου,I-ORG
",",O
Αριστέα,B-PERSON
Θεοδόση,I-PERSON
",",O
πρότεινε,O
να,O
γίνει,O
δεκτή,O
η,O
αναίρεση,O
",",O
ενώ,O
το,O
δικαστήριο,O
επιφυλάχθηκε,O
να,O
εκδώσει,O
την,O
απόφασή,O
του,O
.,O
Συνολικά,O
",",O
από,O
τις,O
244,B-CARDINAL
γυναίκες,O
",",O
στις,O
229,B-CARDINAL
(,O
το,O
94%,B-PERCENT
),O
τουλάχιστον,O
ένα,B-CARDINAL
έμβρυο,O
εμφυτεύθηκε,O
στη,O
μήτρα,O
τους,O
",",O
στις,O
138,B-CARDINAL
(,O
56%,B-PERCENT
),O
η,O
εμφύτευση,O
ήταν,O
επιτυχής,O
",",O
οι,O
104,B-CARDINAL
(,O
43%,B-PERCENT
),O
είχαν,O
εγκυμοσύνη,O
και,O
οι,O
99,B-CARDINAL
(,O
41%,B-PERCENT
),O
γέννησαν,O
ένα,B-CARDINAL
ζωντανό,O
μωρό,O
.,O
«,O
Μολονότι,O
ο,O
Ερντογάν,B-PERSON
ήθελε,O
να,O
έχει,O
υψηλή,O
εκπροσώπηση,O
στα,O
πανηγύρια,O
για,O
την,O
ορκωμοσία,O
του,O
δεν,O
το,O
κατάφερε,O
.,O
Πηγή,B-ORG
),O
του,O
Αλέξανδρου,B-PERSON
Πιστοφίδη,I-PERSON
κυκλοφορεί,O
στους,O
πάγκους,O
των,O
βιβλιοπωλείων,O
",",O
έχοντας,O
εισπράξει,O
διθυραμβικά,O
σχόλια,O
από,O
αναγνώστες,O
και,O
κριτικούς,O
.,O
Ο,O
αεροκινηματογραφιστής,O
Νίκος,B-PERSON
Σαράντος,I-PERSON
πραγματοποίησε,O
εκπληκτικά,O
εναέρια,O
γυρίσματα,O
στον,O
Ψηλορείτη,B-LOC
",",O
κι,O
ενώ,O
το,O
όρος,O
της,O
Κρήτης,B-GPE
είχε,O
δεχτεί,O
τις,O
πρώτες,B-ORDINAL
νιφάδες,O
!,O
Επαιξε,O
σε,O
55,B-CARDINAL
αγώνες,O
για,O
την,O
Μπαρτσελόνα,B-ORG
(,O
35,B-CARDINAL
στο,O
πρωτάθλημα,O
",",O
10,B-CARDINAL
στο,O
Τσάμπιονς,B-EVENT
Λιγκ,I-EVENT
",",O
8,B-FAC
στο,O
Κύπελλο,O
και,O
2,B-CARDINAL
στο,O
Σούπερ,B-EVENT
Καπ,I-EVENT
Ισπανίας,I-EVENT
),O
",",O
ενώ,O
από,O
τις,O
2,B-DATE
Σεπτεμβρίου,I-DATE
2017,I-DATE
έχει,O
15,B-CARDINAL
ματς,O
με,O
την,O
Κροατία,B-ORG
.,O
Προς,O
το,O
παρόν,O
δεν,O
υπάρχει,O
επίσημη,O
αντίδραση,O
από,O
το,O
Ισραήλ,B-GPE
",",O
όμως,O
υπάρχουν,O
αναφορές,O
ότι,O
ο,O
Μπενιαμίν,B-PERSON
Νετανιάχου,I-PERSON
επικοινώνησε,O
τηλεφωνικό,O
με,O
τον,O
πρόεδρο,O
της,O
Αργεντινής,B-GPE
Μαουρίσιο,B-PERSON
Μάρκι,I-PERSON
και,O
του,O
ζήτησε,O
να,O
πείσει,O
τους,O
ποδοσφαιριστές,O
να,O
μην,O
ακυρώσουν,O
το,O
φιλικό,O
.,O
Στις,O
αρχές,O
Απριλίου,B-DATE
οι,O
τουρκικές,O
μυστικές,O
υπηρεσίες,O
ανακοίνωσαν,O
ότι,O
μετέφεραν,O
στην,O
Τουρκία,B-GPE
80,B-CARDINAL
υποστηρικτές,O
του,O
Γκιουλέν,B-PERSON
που,O
συνελήφθησαν,O
σε,O
18,B-CARDINAL
διαφορετικές,O
χώρες,O
.,O
Ανέφερε,O
τέλος,O
ότι,O
πέρα,O
από,O
το,O
χρηματοδοτικό,O
σκέλος,O
",",O
ο,O
ESM,B-ORG
εμπλέκεται,O
και,O
στο,O
ζήτημα,O
της,O
ελάφρυνσης,O
του,O
ελληνικού,O
χρέους,O
",",O
ενώ,O
μετά,O
το,O
τέλος,O
του,O
προγράμματος,O
θα,O
συνεχίσει,O
να,O
παρακολουθεί,O
την,O
πορεία,O
της,O
ελληνικής,O
οικονομίς,O
μέσω,O
του,O
συστήματος,O
έγκαιρης,O
προειδοποίησης,O
.,O
Ακόμη,O
",",O
από,O
τους,O
εργαζόμενους,O
στις,O
«,O
Μεταποιητικές,O
Βιομηχανίες,O
»,O
το,O
"13,82%",B-PERCENT
είναι,O
αλλοδαποί,O
",",O
ενώ,O
στον,O
συγκεκριμένο,O
κλάδο,O
απασχολείται,O
το,O
"13,37%",B-PERCENT
των,O
ασφαλισμένων,O
.,O
·,O
σε,O
καφετέρια,O
",",O
η,O
μη,O
έκδοση,O
απόδειξης,O
λιανικής,O
πώλησης,O
και,O
τρεις,B-CARDINAL
παραβάσεις,O
της,O
ασφαλιστικής,O
νομοθεσίας,O
και,O
Το,O
πρωί,B-TIME
της,O
Κυριακής,B-DATE
",",O
οι,O
αναγνώστες,O
της,O
γερμανικής,O
Die,B-ORG
Welt,I-ORG
βρέθηκαν,O
απέναντι,O
σε,O
ένα,B-CARDINAL
εξώφυλλο,O
που,O
έσταζε,O
υπεροψία,O
και,O
ρατσισμό,O
.,O
Ανάμεσά,O
τους,O
και,O
το,O
γνωστό,O
σε,O
όλους,O
Despacito,B-WORK_OF_ART
",",O
το,O
μοναδικό,O
έως,O
σήμερα,B-DATE
τραγούδι,O
που,O
έχει,O
καταφέρει,O
να,O
σπάσει,O
το,O
φράγμα,O
των,O
5,B-CARDINAL
δισ.,I-CARDINAL
views,O
",",O
αλλά,O
και,O
video,O
clips,O
από,O
τραγούδια,O
γνωστών,O
και,O
αγαπημένων,O
στη,O
νεολαία,O
τραγουδιστών,O
",",O
όπως,O
οι,O
Shakira,B-PERSON
",",O
Taylor,B-PERSON
Swift,I-PERSON
",",O
Selena,B-PERSON
Gomez,I-PERSON
και,O
Drake,B-PERSON
.,O
•Ανοδος,O
της,O
θερμοκρασίας,O
